,name,cost,address,org_name
352,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"75,00",Красноярск Кировский Щорса 76,Аптека «Аптека Всем»
353,ЦИТРАМОН П №20 ТАБ. ОЗОН,"94,00",Красноярск Кировский Щорса 76,Аптека «Аптека Всем»
354,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"101,00",Красноярск Кировский Щорса 76,Аптека «Аптека Всем»
355,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"34,50",Красноярск Ленинский Говорова 57,Аптека «Аптека Эконом»
356,ЦИТРАМОН П №20 ТАБ. УРАЛБИОФАРМ,"40,00",Красноярск Ленинский Говорова 57,Аптека «Аптека Эконом»
357,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"66,00",Красноярск Ленинский Говорова 57,Аптека «Аптека Эконом»
358,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"76,00",Красноярск Ленинский Говорова 57,Аптека «Аптека Эконом»
359,ЦИТРАМОН П №10 ТАБ. RENEWAL,"91,00",Красноярск Ленинский Говорова 57,Аптека «Аптека Эконом»
360,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"124,00",Красноярск Ленинский Говорова 57,Аптека «Аптека Эконом»
361,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"24,50",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
362,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"25,00",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
363,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"41,00",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
364,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"65,00",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
365,ЦИТРАМОН П №10 ТАБ. RENEWAL,"69,00",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
366,ЦИТРАМОН ЭКСТРАКАП №10 КАПС. ФАРМСТАНДАРТ,"74,00",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
367,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"100,00",Красноярск Кировский Красноярский рабочий 81,Аптека «Аптека Эконом»
368,Цитрамон П таб. №20,"108,00",Красноярск Центральный Линейная 105,Аптека «Аптека Здравсити (Живика)»
369,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"18,00",Красноярск Советский Урванцева 34,Аптека «Гармония здоровья»
370,ЦИТРАМОН П №10 ТАБ. RENEWAL,"90,00",Красноярск Советский Урванцева 34,Аптека «Гармония здоровья»
371,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"120,00",Красноярск Советский Урванцева 34,Аптека «Гармония здоровья»
372,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"140,00",Красноярск Советский Урванцева 34,Аптека «Гармония здоровья»
373,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"28,00",Красноярск Центральный Мартынова 24,Аптека «Аптека Всем»
374,ЦИТРАМОН П №20 ТАБ. ОЗОН,"92,00",Красноярск Центральный Мартынова 24,Аптека «Аптека Всем»
375,ЦИТРАМОН П №10 ТАБ. RENEWAL,"100,00",Красноярск Центральный Мартынова 24,Аптека «Аптека Всем»
376,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"138,00",Красноярск Центральный Мартынова 24,Аптека «Аптека Всем»
377,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Свердловский Медицинский переулок 5/1,Аптека «Гармония здоровья»
378,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"90,00",Красноярск Свердловский Медицинский переулок 5/1,Аптека «Гармония здоровья»
379,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"120,00",Красноярск Свердловский Медицинский переулок 5/1,Аптека «Гармония здоровья»
380,ЦИТРАМОН П №20 ТАБ. ОЗОН,"145,00",Красноярск Свердловский Медицинский переулок 5/1,Аптека «Гармония здоровья»
381,Цитрамон П таб. №20,"117,00",Красноярск Советский пр-кт Металлургов 37А,Аптека «Аптека Здравсити (Живика)»
382,Цитрамон-П таб х 10 (Ирбитский ХФЗ),"16,50",Красноярск Советский 78 добр бриг 10,Аптека «Адонис»
383,Цитрамон-П таб х 10 R (Обновление),"69,00",Красноярск Советский 78 добр бриг 10,Аптека «Адонис»
384,Цитрамон-П таб х 20 Озон (ОЗОН ООО),"84,00",Красноярск Советский 78 добр бриг 10,Аптека «Адонис»
385,Цитрамон-П таб х 20 R (Обновление),"115,00",Красноярск Советский 78 добр бриг 10,Аптека «Адонис»
386,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Кировский Красноярский рабочий 79,Аптека «Дешевая аптека»
387,ЦИТРАМОН П №10 ТАБ. RENEWAL,"67,00",Красноярск Кировский Красноярский рабочий 79,Аптека «Дешевая аптека»
388,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"96,00",Красноярск Кировский Красноярский рабочий 79,Аптека «Дешевая аптека»
389,ЦИТРАМОН П №20 ТАБ. ОЗОН,"107,00",Красноярск Кировский Красноярский рабочий 79,Аптека «Дешевая аптека»
390,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"30,50",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
391,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"31,00",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
392,ЦИТРАМОН П №10 ТАБ. УРАЛБИОФАРМ,"31,50",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
393,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"46,50",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
394,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"82,00",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
395,ЦИТРАМОН П №10 ТАБ. RENEWAL,"89,00",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
396,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"126,00",Красноярск Центральный К. Маркса 21,Аптека «Аптека Эконом»
397,Цитрамон П таб. №20,"117,00",Красноярск Советский 9 Мая 42а,Аптека «Аптека Здравсити (Живика)»
398,Цитрамон П таб. №20,"106,00",Красноярск Советский 60 лет  Образования СССР 31,Аптека «Аптека Здравсити (Живика)»
399,Цитрамон П Форте таб. №10,"116,00",Красноярск Советский 60 лет  Образования СССР 31,Аптека «Аптека Здравсити (Живика)»
400,Цитрамон П таб. №20,"108,00",Красноярск Центральный Мартынова 31,Аптека «Аптека БУДЬ ЗДОРОВ»
401,Цитрамон П табл уп конт ячпач карт x20,"74,90",Красноярск Советский Ястынская 10а,Аптека «Аптека НИЗКИХ ЦЕН»
402,Цитрамон П табл x30,"79,00",Красноярск Советский Ястынская 10а,Аптека «Аптека НИЗКИХ ЦЕН»
403,Цитрамон П табл x20,"81,50",Красноярск Советский Ястынская 10а,Аптека «Аптека НИЗКИХ ЦЕН»
404,Цитрамон П Медисорб табл x30,"91,70",Красноярск Советский Ястынская 10а,Аптека «Аптека НИЗКИХ ЦЕН»
405,Цитрамон П Форте табл 320 мг+40 мг+240 мг x10,"95,90",Красноярск Советский Ястынская 10а,Аптека «Аптека НИЗКИХ ЦЕН»
406,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"27,50",Красноярск Кировский Красноярский рабочий 120,Аптека «Аптека Эконом»
407,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"28,00",Красноярск Кировский Красноярский рабочий 120,Аптека «Аптека Эконом»
408,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"42,00",Красноярск Кировский Красноярский рабочий 120,Аптека «Аптека Эконом»
409,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"70,00",Красноярск Кировский Красноярский рабочий 120,Аптека «Аптека Эконом»
410,ЦИТРАМОН П №10 ТАБ. RENEWAL,"84,00",Красноярск Кировский Красноярский рабочий 120,Аптека «Аптека Эконом»
411,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"111,00",Красноярск Кировский Красноярский рабочий 120,Аптека «Аптека Эконом»
412,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"21,00",Красноярск Железнодорожный Свободный 29,Аптека «Дешевая аптека»
413,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"92,00",Красноярск Железнодорожный Свободный 29,Аптека «Дешевая аптека»
414,ЦИТРАМОН П №20 ТАБ. ОЗОН,"107,00",Красноярск Железнодорожный Свободный 29,Аптека «Дешевая аптека»
415,ЦИТРАМОН П №10 ТАБ. RENEWAL,"110,00",Красноярск Железнодорожный Свободный 29,Аптека «Дешевая аптека»
416,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"148,00",Красноярск Железнодорожный Свободный 29,Аптека «Дешевая аптека»
417,Цитрамон П таб. №20,"126,00",Красноярск Советский Урванцева 16,Аптека «Аптека Здравсити (Живика)»
418,Цитрамон-П таб х 10 R (Обновление),"65,00",Красноярск Ленинский Апрельская 4,Аптека «Эдельвейс»
419,Цитрамон-П таб х 20 Озон (ОЗОН ООО),"108,00",Красноярск Ленинский Апрельская 4,Аптека «Эдельвейс»
420,Цитрамон-П таб х 20 R (Обновление),"115,00",Красноярск Ленинский Апрельская 4,Аптека «Эдельвейс»
421,Цитрамон П тб N 10,"20,00",Красноярск Октябрьский Ладо Кецховели 65а,Аптека «Аптека от склада»
422,Цитрамон П тб N 20,"49,00",Красноярск Октябрьский Ладо Кецховели 65а,Аптека «Аптека от склада»
423,Цитрамон П Медисорб таб N 30,"66,00",Красноярск Октябрьский Ладо Кецховели 65а,Аптека «Аптека от склада»
424,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Ленинский Мичурина 14Ж,Аптека «Дешевая аптека»
425,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"86,00",Красноярск Ленинский Мичурина 14Ж,Аптека «Дешевая аптека»
426,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"93,00",Красноярск Ленинский Мичурина 14Ж,Аптека «Дешевая аптека»
427,ЦИТРАМОН П №20 ТАБ. ОЗОН,"111,00",Красноярск Ленинский Мичурина 14Ж,Аптека «Дешевая аптека»
428,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"139,00",Красноярск Ленинский Мичурина 14Ж,Аптека «Дешевая аптека»
429,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"45,00",Красноярск Советский 60 лет образования СССР 24а,Аптека «Гармония здоровья»
430,ЦИТРАМОН П №10 ТАБ. RENEWAL,"110,00",Красноярск Советский 60 лет образования СССР 24а,Аптека «Гармония здоровья»
431,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"114,00",Красноярск Советский 60 лет образования СССР 24а,Аптека «Гармония здоровья»
432,ЦИТРАМОН П №20 ТАБ. ОЗОН,"122,00",Красноярск Советский 60 лет образования СССР 24а,Аптека «Гармония здоровья»
433,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"153,00",Красноярск Советский 60 лет образования СССР 24а,Аптека «Гармония здоровья»
434,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"20,00",Красноярск Октябрьский Высотная 13Г,Аптека «Гармония здоровья»
435,ЦИТРАМОН П №10 ТАБ. RENEWAL,"75,00",Красноярск Октябрьский Высотная 13Г,Аптека «Гармония здоровья»
436,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"108,00",Красноярск Октябрьский Высотная 13Г,Аптека «Гармония здоровья»
437,ЦИТРАМОН П №20 ТАБ. ОЗОН,"137,00",Красноярск Октябрьский Высотная 13Г,Аптека «Гармония здоровья»
438,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"153,00",Красноярск Октябрьский Высотная 13Г,Аптека «Гармония здоровья»
439,Цитрамон-П табл №10(Уралбиофарм ОАО),"32,20",Красноярск Советский Тельмана 31,Аптека «Фармакопейка»
440,Цитрамон П Медисорб табл №20(Медисорб АО),"60,00",Красноярск Советский Тельмана 31,Аптека «Фармакопейка»
441,Цитрамон П табл №20(Медисорб ЗАО),"60,00",Красноярск Советский Тельмана 31,Аптека «Фармакопейка»
442,Цитрамон П табл №20(Обновление ПФК АО),"99,00",Красноярск Советский Тельмана 31,Аптека «Фармакопейка»
443,Цитрамон-П табл №10(Ирбитский химфармзавод ОАО),"17,90",Красноярск Ленинский Мичурина 9,Аптека «Фармакопейка»
444,Цитрамон-П табл №10(Уралбиофарм ОАО),"26,40",Красноярск Ленинский Мичурина 9,Аптека «Фармакопейка»
445,Цитрамон П Медисорб табл №20(Медисорб АО),"60,00",Красноярск Ленинский Мичурина 9,Аптека «Фармакопейка»
446,Цитрамон П табл №20(Обновление ПФК ЗАО),"99,00",Красноярск Ленинский Мичурина 9,Аптека «Фармакопейка»
447,Цитрамон П Реневал табл №20(Обновление ПФК АО),"99,00",Красноярск Ленинский Мичурина 9,Аптека «Фармакопейка»
448,Цитрамон П таб. №20,"108,00",Красноярск Кировский Вавилова 33,Аптека «Аптека Здравсити (Живика)»
449,Цитрамон П таб. №20,"108,00",Красноярск Советский Шумяцкого 7,Аптека «Аптека Здравсити (Живика)»
450,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"27,50",Красноярск Советский Весны 1,Аптека «Аптека Эконом»
451,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"45,00",Красноярск Советский Весны 1,Аптека «Аптека Эконом»
452,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"76,00",Красноярск Советский Весны 1,Аптека «Аптека Эконом»
453,ЦИТРАМОН П №10 ТАБ. RENEWAL,"85,00",Красноярск Советский Весны 1,Аптека «Аптека Эконом»
454,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"116,00",Красноярск Советский Весны 1,Аптека «Аптека Эконом»
455,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"21,50",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
456,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"25,00",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
457,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"39,50",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
458,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"68,00",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
459,ЦИТРАМОН ЭКСТРАКАП №10 КАПС. ФАРМСТАНДАРТ,"71,00",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
460,ЦИТРАМОН П №10 ТАБ. RENEWAL,"72,00",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
461,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"97,00",Красноярск Железнодорожный Новосибирская 7,Аптека «Аптека Эконом»
462,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"9,50",Красноярск Ленинский Глинки 51,Аптека «Аптека хороших цен»
463,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"29,00",Красноярск Ленинский Глинки 51,Аптека «Аптека хороших цен»
464,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"47,00",Красноярск Ленинский Глинки 51,Аптека «Аптека хороших цен»
465,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"78,00",Красноярск Ленинский Глинки 51,Аптека «Аптека хороших цен»
466,ЦИТРАМОН П №10 ТАБ. RENEWAL,"84,00",Красноярск Ленинский Глинки 51,Аптека «Аптека хороших цен»
467,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"119,00",Красноярск Ленинский Глинки 51,Аптека «Аптека хороших цен»
468,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Ленинский Амурская 32,Аптека «Дешевая аптека»
469,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"51,00",Красноярск Ленинский Амурская 32,Аптека «Дешевая аптека»
470,ЦИТРАМОН П №10 ТАБ. RENEWAL,"59,00",Красноярск Ленинский Амурская 32,Аптека «Дешевая аптека»
471,ЦИТРАМОН П №20 ТАБ. ОЗОН,"107,00",Красноярск Ленинский Амурская 32,Аптека «Дешевая аптека»
472,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"125,00",Красноярск Ленинский Амурская 32,Аптека «Дешевая аптека»
473,"Цитрамон П, тбл №10 (Фармстандарт-Лексредства)","26,19",Красноярск Советский 9 Мая 5,Аптека «Аптека ДоМаЛе»
474,"Цитрамон П, тбл №20 (Медисорб (Пермь))","43,65",Красноярск Советский 9 Мая 5,Аптека «Аптека ДоМаЛе»
475,"Цитрамон П, тбл №20 (Уралбиофарм (г.Екатеринбург))","43,65",Красноярск Советский 9 Мая 5,Аптека «Аптека ДоМаЛе»
476,"Цитрамон П, тбл №20 (Тюменский ХФЗ (г.Тюмень))","43,65",Красноярск Советский 9 Мая 5,Аптека «Аптека ДоМаЛе»
477,"Цитрамон П, тбл №10 (Ирбитский ХФЗ (г.Ирбит))","16,49",Красноярск Советский ​Петра Ломако 4,Аптека «Аптека ДоМаЛе»
478,"Цитрамон П, тбл №20 (Тюменский ХФЗ (г.Тюмень))","36,86",Красноярск Советский ​Петра Ломако 4,Аптека «Аптека ДоМаЛе»
479,Цитрамон П таб. №20,"108,00",Красноярск Центральный Чернышевского 116,Аптека «Аптека Здравсити (Живика)»
480,Цитрамон П таб. №20,"108,00",Красноярск Свердловский Карамзина 18,Аптека «Аптека Здравсити (Живика)»
481,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"65,00",Красноярск Свердловский Судостроительная 123/2,Аптека «Новая Аптека»
482,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"112,00",Красноярск Свердловский Судостроительная 123/2,Аптека «Новая Аптека»
483,ЦИТРАМОН П N20 таб. Медисорб,"48,00",Красноярск Кировский Павлова 59Г,Аптека «Новая Аптека»
484,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"71,00",Красноярск Кировский Павлова 59Г,Аптека «Новая Аптека»
485,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"117,00",Красноярск Кировский Павлова 59Г,Аптека «Новая Аптека»
486,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"117,00",Красноярск Центральный Карла Маркса 127,Аптека «Новая Аптека»
487,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"74,00",Красноярск Октябрьский Борисова 38,Аптека «Аптека ИП Мут ЕА»
488,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"116,00",Красноярск Октябрьский Борисова 38,Аптека «Аптека ИП Мут ЕА»
489,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"68,00",Красноярск Ленинский Коломенская 23А,Аптека «Новая Аптека»
490,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"112,00",Красноярск Ленинский Коломенская 23А,Аптека «Новая Аптека»
491,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"72,00",Красноярск Железнодорожный Ломоносова 94/1,Аптека «Новая Аптека»
492,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"116,00",Красноярск Железнодорожный Ломоносова 94/1,Аптека «Новая Аптека»
493,ЦИТРАМОН П N20 таб. Медисорб,"47,00",Красноярск Советский Весны 11,Аптека «Аптека Мега-фарм»
494,ЦИТРАМОН П N20 таб. Фармстандарт-Лексредства,"70,00",Красноярск Советский Весны 11,Аптека «Аптека Мега-фарм»
495,ЦИТРАМОН П РЕНЕВАЛ N20 таб. Обновление реневал пфк АО,"117,00",Красноярск Советский Весны 11,Аптека «Аптека Мега-фарм»
496,Цитрамон №20 (Уралбиофарм),"44,00",Красноярск Советский Батурина 36,Аптека «Аптека ТЕРРАМЕД»
497,Цитрамон №20 (Обновление ПФК),"155,00",Красноярск Советский Батурина 36,Аптека «Аптека ТЕРРАМЕД»
498,ЦИТРАМОН П №10 ТАБ. УРАЛБИОФАРМ,"23,50",Красноярск Кировский Щорса 85Г,Аптека «Аптека Эконом»
499,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"25,00",Красноярск Кировский Щорса 85Г,Аптека «Аптека Эконом»
500,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"37,50",Красноярск Кировский Щорса 85Г,Аптека «Аптека Эконом»
501,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"66,00",Красноярск Кировский Щорса 85Г,Аптека «Аптека Эконом»
502,ЦИТРАМОН П №10 ТАБ. RENEWAL,"77,00",Красноярск Кировский Щорса 85Г,Аптека «Аптека Эконом»
503,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"97,00",Красноярск Кировский Щорса 85Г,Аптека «Аптека Эконом»
504,ЦИТРАМОН П №10 ТАБ. RENEWAL,"59,00",Красноярск  Академика Киренского 116,Аптека «Аптека «Фармсибко»»
505,ЦИТРАМОН П №10 ТАБ. ИРБИТСКИЙ,"25,50",Красноярск Советский Мате-Залки 5,Аптека «Аптека Эконом»
506,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"27,00",Красноярск Советский Мате-Залки 5,Аптека «Аптека Эконом»
507,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"40,50",Красноярск Советский Мате-Залки 5,Аптека «Аптека Эконом»
508,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"69,00",Красноярск Советский Мате-Залки 5,Аптека «Аптека Эконом»
509,ЦИТРАМОН П №10 ТАБ. RENEWAL,"74,00",Красноярск Советский Мате-Залки 5,Аптека «Аптека Эконом»
510,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"98,00",Красноярск Советский Мате-Залки 5,Аптека «Аптека Эконом»
511,Цитрамон П таб. №20,"108,00",Красноярск Ленинский пр-т им. газеты Красноярский рабочий 54,Аптека «Аптека Здравсити (Живика)»
512,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"30,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
513,ЦИТРАМОН П №20 ТАБ. МЕДИСОРБ,"39,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
514,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"73,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
515,ЦИТРАМОН П №10 ТАБ. RENEWAL,"73,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
516,ЦИТРАМОН ЭКСТРАКАП №10 КАПС. ФАРМСТАНДАРТ,"80,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
517,ЦИТРАМОН П №20 ТАБ. ИУ RENEWAL,"113,00",Красноярск Железнодорожный Ладо Кецховели 65а,Аптека «Аптека Эконом»
518,Цитрамон-П таб х 10 R (Обновление),"69,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
519,Цитрамон-П таб х 20 Озон (ОЗОН ООО),"99,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
520,Цитрамон-П таб х 20 R (Обновление),"116,00",Красноярск Центральный Ленина 128,Аптека «Я+Аптека»
521,Цитрамон-П таб х 10 R (Обновление),"69,00",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
522,Цитрамон-П таб х 20 Озон (ОЗОН ООО),"75,00",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
523,Цитрамон-П таб х 20 R (Обновление),"116,00",Красноярск Свердловский Парусная 8,Аптека «Я+Аптека»
524,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
525,ЦИТРАМОН П №20 ТАБ. ТАТХИМФАРМ,"78,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
526,ЦИТРАМОН П №20 ТАБ. ОЗОН,"113,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
527,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"127,00",Красноярск Кировский Павлова 33ж,Аптека «Дешевая аптека»
528,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"36,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
529,ЦИТРАМОН П АВЕКСИМА №20 ТАБ.,"80,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
530,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"87,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
531,ЦИТРАМОН П №10 ТАБ. RENEWAL,"93,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
532,ЦИТРАМОН П №20 ТАБ. ОЗОН,"103,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
533,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"136,00",Красноярск Советский Ястынская 19А,Аптека «Дешевая аптека»
534,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"19,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
535,ЦИТРАМОН П №10 ТАБ. RENEWAL,"65,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
536,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"96,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
537,ЦИТРАМОН П №20 ТАБ. ОЗОН,"107,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
538,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"136,00",Красноярск Свердловский Судостроительная 95,Аптека «Дешевая Аптека»
539,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"34,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
540,ЦИТРАМОН П РЕНЕВАЛ №20 ТАБ. ИУ,"147,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
541,ЦИТРАМОН П №20 ТАБ. ОЗОН,"157,00",Красноярск Центральный Парижской коммуны 14,Аптека «Дешевая Аптека»
542,Цитрамон П табл. №10 (Фармстандарт-Лексредства ОАО),"40,00",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
543,Цитрамон П табл. №20 (Фармстандарт-Лексредства ОАО),"90,00",Красноярск Советский ​Партизана Железняка 61,Аптека «Аптека Вербена»
544,Цитрамон П табл. №20 (Фармстандарт-Лексредства ОАО),"80,00",Красноярск Октябрьский ​Калинина 191,Аптека «Аптека Вербена»
545,ЦИТРАМОН П №10 ТАБ. ФАРМСТАНДАРТ,"37,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
546,ЦИТРАМОН П №20 ТАБ. ФАРМСТАНДАРТ,"85,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
547,ЦИТРАМОН П №10 ТАБ. RENEWAL,"97,00",Красноярск Октябрьский Курчатова 17Г,Аптека «Гармония здоровья»
